Account_Number,Account_Type,Final_Decision,Current_Delinquency_status,Application_Date,Application_Score,Cheque_Card_Flag,Existing_Customer_Flag,Gross_Annual_Income,Home_Telephone_Number,Insurance_Required,Loan_Amount,Loan_Payment_Frequency,Loan_Payment_Method,Marital_Status,Number_of_Dependants,Number_of_Payments,Occupation_Code,Promotion_Type,Residential_Status,Time_at_Address,Time_in_Employment,Time_with_Bank,Weight_Factor,GB_Flag,Age_of_Applicant,Application_Month,Bureau_Score,SP_ER_Reference,SP_Number_Of_Searches_L6M,SP_Number_of_CCJs,Loan_to_income,split
10676128116,FL,Accept,1,20060326,945,N,N,7500,Y,Y,5700,M,Q,S,0,12,M,RR,O,900,300,106,2,Good,21,200603,867,1,3,0,76,Development
10188509171,FL,Accept,0,20061103,990,Y,N,12000,Y,N,6800,X,Q,M,3,999,P,RR,H,907,400,1303,2,Good,39,200611,977,1,5,0,56.67,Development
10783363220,FL,Accept,1,20060510,895,N,N,14000,Y,Y,39650,W,Q,M,2,36,B,RR,H,800,800,11,2,Good,41,200605,875,1,0,0,283.21,Development
10467273918,FL,Accept,0,20060625,985,Y,N,14000,Y,N,2500,W,B,M,0,999,M,RR,H,403,1104,1212,2,Good,51,200606,1023,1,1,0,17.86,Development
10750175655,VL,Accept,,20070130,965,Y,N,16000,Y,N,7450,M,B,S,0,999,B,RR,L,202,506,507,2,NTU,30,200701,998,2,1,0,46.56,Development
10870626171,FL,Accept,1,20060231,960,Y,N,14000,Y,N,3000,M,Q,M,4,36,M,RR,H,806,1900,811,2,Good,36,200602,941,1,5,0,21.43,Development
10907589098,VL,Accept,1,20061010,825,N,N,15100,Y,Y,1400,W,B,M,0,999,M,RR,T,1708,801,301,2,Good,43,200610,807,1,0,0,9.27,Development
10774751321,VL,Accept,,20060627,880,N,N,13500,Y,Y,1700,M,B,S,0,999,B,OT,H,4,203,108,2,NTU,24,200606,851,2,3,0,12.59,Development
10776274730,FL,Decline,,20060603,730,N,N,12000,Y,Y,30400,W,B,M,2,24,M,RR,H,100,500,111,2,Rejects,39,200606,762,3,0,0,253.33,Development
10102315869,FL,Accept,,20060618,980,N,N,10000,Y,Y,705,W,S,M,1,12,M,OT,H,200,400,710,2,NTU,27,200606,886,1,3,0,7.05,Development
10786023051,VL,Accept,1,20061131,940,Y,N,18000,Y,Y,1000,M,B,S,0,999,P,RR,H,3000,400,6,2,Good,30,200611,876,1,1,0,5.56,Development
10789868158,FL,Accept,5,20061108,935,Y,N,10000,Y,N,800,W,B,S,0,12,M,RR,O,2600,100,5,2.5,Bad,28,200611,829,1,4,0,8,Development
10263156561,FL,Accept,0,20070122,980,Y,Y,18200,Y,N,9950,M,B,M,2,999,B,RR,H,107,707,802,2,Good,26,200701,1024,1,9,0,54.67,Development
10244423598,FL,Accept,1,20060231,900,Y,N,17000,Y,Y,30400,W,B,M,0,24,B,OT,T,10,1000,908,2,Good,32,200602,824,2,2,0,178.82,Development
10106304459,VL,Accept,1,20070102,890,Y,N,17340,Y,Y,1500,M,B,M,2,999,B,RR,T,200,1800,404,2,Good,35,200701,958,1,3,1,8.65,Development
10285696402,FL,Accept,,20070122,980,Y,N,36000,Y,Y,18535,M,B,S,0,60,P,RR,H,302,806,606,2,NTU,37,200701,943,2,0,0,51.49,Development
10170175525,FL,Accept,1,20060503,945,Y,N,13600,Y,N,2000,M,B,S,0,18,B,RR,O,2500,206,204,2,Good,26,200605,901,1,1,0,14.71,Development
10703898818,VL,Accept,,20060620,870,Y,N,7317,Y,Y,2000,W,B,S,0,999,B,RR,T,207,110,8,2,NTU,24,200606,824,2,2,0,27.33,Development
10361911672,FL,Accept,1,20060405,960,Y,N,10000,Y,N,6000,W,B,M,0,48,M,RR,H,402,1301,304,2,Good,29,200604,917,1,2,0,60,Development
10533363723,FL,Accept,6,20070104,970,N,N,9000,Y,Y,1626,W,B,S,0,12,M,AD,O,2001,400,305,2.5,Bad,28,200701,911,1,0,0,18.07,Development
10468245559,VL,Accept,0,20061011,1010,Y,N,50000,Y,N,8000,X,X,M,1,999,P,RR,H,3700,1800,404,2,Good,37,200610,992,1,2,0,16,Development
10041199957,FL,Accept,0,20060928,1060,Y,N,13250,Y,N,1500,F,B,M,0,12,M,RR,H,506,2302,1206,2,Good,47,200609,976,1,3,0,11.32,Development
10891999764,FL,Accept,0,20060319,980,Y,N,10000,Y,,0,M,B,M,5,999,B,RR,H,1600,1000,1101,2,Good,50,200603,1001,1,0,0,-9999998,Development
10682927857,FL,Accept,0,20060404,970,N,N,8000,Y,Y,6600,W,B,S,0,12,M,RR,O,1300,107,411,2,Good,24,200604,904,1,0,0,82.5,Development
10630547037,VL,Accept,4,20060714,820,N,N,13000,Y,Y,4000,W,B,S,0,999,B,RR,O,2000,200,4,2.5,Bad,22,200607,809,1,1,0,30.77,Development
10741855258,FL,Accept,0,20060410,1010,Y,N,31400,Y,N,10000,M,B,M,4,999,P,OT,H,700,1700,404,2,Good,40,200604,983,1,1,0,31.85,Development
10575893756,VL,Accept,,20061222,905,N,N,10000,Y,N,1800,W,B,M,1,999,M,RR,H,400,200,11,2,NTU,26,200612,904,1,1,0,18,Development
10973641154,VL,Accept,1,20060922,955,Y,N,24000,Y,N,2500,M,B,S,0,999,B,RR,O,1600,400,412,2,Good,25,200609,994,1,8,0,10.42,Development
10453949636,FL,Accept,0,20060802,970,N,N,12000,Y,Y,868,F,B,S,0,12,M,RR,O,3000,300,808,2,Good,33,200608,915,1,2,0,7.23,Development
10535153963,FL,Accept,2,20060209,925,Y,N,10400,Y,,0,W,S,M,2,999,M,RR,H,103,500,112,2,Indeterminate,36,200602,846,1,5,0,-9999998,Development
10965308388,FL,Accept,0,20060801,980,Y,N,16000,Y,N,4500,M,B,M,1,36,M,RR,H,100,606,902,2,Good,25,200608,998,2,1,0,28.13,Development
10707952039,VL,Accept,1,20060323,880,N,Y,14200,Y,N,4500,M,B,S,0,999,M,RR,H,300,300,12,2,Good,29,200603,867,1,2,0,31.69,Development
10202448384,FL,Accept,1,20060222,960,Y,Y,28872,Y,N,6000,M,B,M,4,60,B,RR,H,104,2000,401,2,Good,43,200602,941,1,15,0,20.78,Development
10471980978,VL,Accept,,20060312,970,Y,N,0,Y,N,1500,,,M,4,999,P,RR,H,2500,0,1110,2,NTU,50,200603,957,1,1,0,-9999997,Development
10849462793,VL,Accept,0,20060423,985,Y,N,11000,Y,N,3000,M,B,M,3,999,B,RR,H,1900,1100,703,2,Good,41,200604,972,4,0,0,27.27,Development
10240797049,FL,Accept,0,20060719,985,Y,N,19000,Y,N,5000,F,S,M,1,48,M,RR,H,201,2500,803,2,Good,52,200607,987,2,1,0,26.32,Development
10028742045,FL,Accept,1,20060313,960,Y,N,25000,Y,N,4000,W,B,M,1,36,M,RR,H,2800,1300,1112,2,Good,47,200603,917,1,3,0,16,Development
10847971045,FL,Accept,1,20060823,935,N,N,0,Y,N,4000,,,W,0,36,P,RR,H,4000,0,1212,2,Good,71,200608,951,1,0,0,-9999997,Development
10485191907,FL,Decline,,20060818,740,N,Y,16000,Y,Y,1788,W,B,S,0,12,M,OT,T,4,100,4,2,Rejects,22,200608,764,3,0,0,11.18,Development
10484918436,FL,Accept,1,20061024,920,Y,Y,12480,Y,Y,6550,W,B,M,3,999,M,RR,H,900,2,105,2,Good,39,200610,898,1,1,0,52.48,Development
10635492591,FL,Accept,,20060402,950,Y,N,6651,Y,N,690,M,B,M,2,36,M,RR,H,1304,506,507,2,NTU,41,200604,941,1,1,0,10.37,Development
10557430787,FL,Accept,0,20060906,975,N,N,9000,Y,N,500,M,Q,S,0,12,P,RR,O,1400,3,611,2,Good,23,200609,926,1,0,0,5.56,Development
10702711901,VL,Accept,1,20060307,945,Y,N,13600,Y,N,5000,M,B,S,0,999,B,RR,T,1200,300,610,2,Good,25,200603,976,4,3,0,36.76,Development
10764932370,FL,Accept,5,20060922,925,N,N,0,Y,N,3000,,,M,3,24,P,RR,H,800,0,605,2.5,Bad,46,200609,884,1,0,0,-9999997,Development
10166996878,VL,Accept,1,20060720,695,N,N,10500,Y,N,2500,M,B,S,0,999,B,RR,O,1203,203,206,2,Good,21,200607,788,1,0,0,23.81,Development
10137140997,FL,Accept,0,20060216,1005,Y,N,30000,Y,,0,M,Q,S,0,999,P,RR,H,400,1000,411,2,Good,34,200602,1013,1,1,0,-9999998,Development
10590623162,FL,Accept,0,20060617,1000,Y,N,20000,Y,Y,45000,M,B,D,0,24,B,RR,H,2500,2000,1201,2,Good,50,200606,990,1,1,0,225,Development
10622680927,FL,Accept,1,20061101,910,Y,N,12000,Y,N,6300,W,S,S,0,36,M,RR,O,1102,2,603,2,Good,24,200611,912,1,0,0,52.5,Development
10136445810,FL,Accept,,20060624,930,N,N,12000,Y,N,2000,M,B,M,0,999,M,RR,H,10,400,808,2,NTU,31,200606,982,2,5,0,16.67,Development
10602455098,FL,Accept,0,20060329,985,Y,N,19000,Y,N,6000,X,B,S,0,48,B,RR,H,3000,2201,1301,2,Good,38,200603,1002,1,0,0,31.58,Development
10964397528,FL,Accept,0,20060928,1040,Y,N,10000,Y,Y,1084,W,B,M,0,12,M,RR,T,1002,1400,1202,2,Good,53,200609,960,1,0,0,10.84,Development
10806054474,FL,Accept,0,20061018,975,N,N,8000,Y,Y,1193,M,Q,S,1,12,B,RR,T,1200,900,805,2,Good,28,200610,896,1,1,0,14.91,Development
10274765759,VL,Accept,1,20061122,925,Y,N,12700,Y,N,5500,M,B,S,0,999,B,RR,T,100,2,505,2,Good,24,200611,951,2,2,0,43.31,Development
10919430058,VL,Accept,,20061226,925,N,N,3952,Y,N,3000,W,Q,Z,4,999,M,OT,H,700,1400,506,2,NTU,36,200612,933,1,3,0,75.91,Development
10141451952,FL,Accept,0,20060528,965,Y,N,11500,Y,N,5000,M,B,M,0,36,B,AD,H,300,200,1206,2,Good,54,200605,1038,1,1,0,43.48,Development
10080463585,FL,Accept,0,20060603,980,Y,N,16000,Y,N,7000,M,B,M,2,36,M,RR,H,304,807,808,2,Good,26,200606,998,1,0,0,43.75,Development
10060305101,VL,Accept,1,20061016,955,Y,N,10000,Y,N,1600,M,B,M,0,999,B,RR,H,600,1000,201,2,Good,26,200610,927,4,1,0,16,Development
10119993078,FL,Accept,1,20061221,725,N,N,8200,Y,Y,2787,W,B,S,0,24,M,DM,O,1908,702,110,2,Good,23,200612,747,1,0,0,33.99,Development
10082394759,FL,Accept,1,20070111,950,Y,N,26000,Y,N,11000,W,B,M,2,999,M,RR,H,900,500,201,2,Good,42,200701,904,1,3,0,42.31,Development
10016576103,FL,Accept,1,20060319,810,N,N,10500,Y,,0,M,B,M,1,999,M,RR,H,700,100,1101,2,Good,40,200603,928,1,1,1,-9999998,Development
10722433069,VL,Accept,1,20060804,850,N,Y,30000,Y,N,4000,M,B,M,3,999,B,RR,H,610,1309,111,2,Good,32,200608,818,1,1,0,13.33,Development
10677775272,FL,Accept,0,20070125,975,Y,N,33000,Y,N,15000,M,B,M,4,999,B,RR,H,600,600,1210,2,Good,35,200701,991,4,0,0,45.45,Development
10225857183,VL,Accept,1,20060207,960,Y,N,24000,Y,N,3500,X,Q,M,1,999,M,RR,H,800,1800,104,2,Good,48,200602,896,2,0,0,14.58,Development
10823296761,FL,Decline,,20060721,850,N,N,7280,Y,N,500,W,B,S,0,0,B,OT,O,1100,3,102,2,Rejects,18,200607,873,1,0,0,6.87,Development
10432123626,FL,Decline,,20060811,915,N,Y,13500,Y,Y,2000,M,B,D,1,0,B,OT,H,900,403,1008,2,Rejects,35,200608,941,4,1,0,14.81,Development
10238089012,FL,Accept,,20060321,890,N,N,9500,Y,N,1000,W,B,M,0,999,M,RR,H,200,506,101,2,NTU,35,200603,843,2,3,0,10.53,Development
10669681458,VL,Accept,4,20061004,840,N,N,9200,Y,Y,1650,W,B,D,0,999,M,RR,T,207,0,108,2.5,Bad,48,200610,861,1,3,0,17.93,Development
10612533164,FL,Accept,0,20061104,980,N,N,11600,Y,Y,625,W,B,M,0,12,B,RR,H,2600,302,301,2,Good,50,200611,888,1,2,0,5.39,Development
10960735342,VL,Accept,0,20061131,1010,Y,Y,23000,Y,N,8500,M,B,M,4,999,P,RR,H,1700,2500,401,2,Good,48,200611,1043,1,1,0,36.96,Development
10631557874,FL,Accept,1,20060420,955,Y,N,15000,Y,N,7500,W,B,M,1,999,B,AD,H,506,700,1210,2,Good,39,200604,949,1,1,0,50,Development
10943218606,VL,Decline,,20061030,865,N,N,7500,N,Y,1200,W,B,M,4,999,B,AD,T,406,106,307,2,Rejects,33,200610,903,1,1,0,16,Development
10979850234,VL,Accept,1,20060607,950,Y,N,2400,Y,N,1600,W,B,M,2,999,B,RR,H,1700,600,108,2,Good,44,200606,935,1,0,0,66.67,Development
10665360452,FL,Decline,,20061122,745,N,N,0,N,Y,1084,,,S,2,12,P,RR,T,800,0,103,2,Rejects,30,200611,762,3,0,0,-9999997,Development
10643526933,FL,Accept,2,20061010,775,N,N,11000,Y,Y,540,W,S,D,0,6,M,RR,T,700,800,502,2,Indeterminate,52,200610,781,2,0,0,4.91,Development
10800697549,FL,Accept,0,20060704,980,Y,N,10800,Y,N,4000,M,B,M,1,36,B,RR,H,208,907,502,2,Good,31,200607,1027,2,3,0,37.04,Development
10668701851,VL,Accept,0,20061204,965,Y,N,16000,Y,N,1600,M,B,S,0,999,P,RR,H,104,203,201,2,Good,25,200612,943,4,0,0,10,Development
10015331771,FL,Accept,,20060523,980,Y,Y,21000,Y,N,5000,W,Q,M,3,999,B,RR,H,303,1000,403,2,NTU,39,200605,993,1,11,0,23.81,Development
10582063245,FL,Accept,1,20061229,940,Y,N,13780,Y,N,8000,W,Q,M,0,48,M,RR,H,300,206,701,2,Good,26,200612,886,1,0,0,58.06,Development
10273273706,FL,Accept,1,20070124,895,Y,N,8000,Y,Y,12000,X,S,S,0,999,M,RR,H,810,100,905,2,Good,41,200701,850,1,0,0,150,Development
10014774493,FL,Accept,6,20060613,975,Y,N,20000,Y,N,3500,M,B,M,2,24,B,OT,H,400,1301,1003,2.5,Bad,44,200606,905,1,3,0,17.5,Development
10363543264,VL,Accept,0,20060308,970,Y,N,0,Y,N,4000,,,M,0,999,P,RR,H,1300,0,1206,2,Good,50,200603,1000,1,0,0,-9999997,Development
10443381193,FL,Accept,1,20061010,875,N,N,10400,Y,N,4000,M,Q,S,0,36,B,AD,O,2500,0,509,2,Good,25,200610,924,1,1,0,38.46,Development
10133781320,FL,Accept,1,20060828,810,N,N,13070,N,Y,4548,M,B,D,1,36,B,OT,T,500,1900,409,2,Good,42,200608,811,2,0,0,34.8,Development
10570533945,FL,Accept,1,20061228,895,N,N,10000,Y,N,2000,X,X,M,1,30,O,RR,H,900,800,305,2,Good,50,200612,881,1,0,0,20,Development
10709790640,FL,Accept,0,20061118,970,Y,N,0,Y,N,8500,,,M,0,999,P,RR,H,1300,0,2006,2,Good,57,200611,997,1,0,0,-9999997,Development
10638667566,FL,Accept,2,20061017,925,Y,N,20000,Y,N,12000,W,Q,M,2,999,M,RR,H,800,600,107,2,Indeterminate,35,200610,874,1,3,0,60,Development
10594473430,VL,Accept,1,20060522,905,N,N,10000,Y,N,5000,W,Q,Z,1,999,M,RR,T,2900,1300,608,2,Good,29,200605,891,1,1,0,50,Development
10692543927,VL,Accept,1,20060322,905,N,Y,7800,Y,N,1000,W,S,M,3,999,M,RR,H,500,300,608,2,Good,36,200603,917,1,0,0,12.82,Development
10129273485,FL,Accept,0,20061108,985,Y,N,19000,Y,Y,1700,X,B,M,1,999,B,RR,H,803,1700,1211,2,Good,38,200611,968,1,1,0,8.95,Development
10242284916,FL,Accept,1,20061226,700,N,N,4160,Y,Y,890,W,S,S,0,18,B,RR,T,2500,400,204,2,Good,25,200612,797,1,1,0,21.39,Development
10288580376,VL,Accept,0,20060930,980,Y,N,15984,Y,N,5000,M,B,M,3,999,B,RR,H,1500,1000,1310,2,Good,52,200609,1039,1,1,0,31.28,Development
10121277251,FL,Accept,1,20060825,815,N,N,12200,Y,N,4700,X,S,M,4,36,M,OT,H,1300,600,702,2,Good,37,200608,905,1,3,2,38.52,Development
10723195484,FL,Accept,0,20060404,985,Y,N,16430,Y,N,2000,M,B,M,2,999,B,RR,H,705,1309,809,2,Good,42,200604,972,1,3,0,12.17,Development
10528880297,FL,Decline,,20061004,925,N,N,12000,Y,N,2000,M,Q,S,0,24,M,RR,O,600,700,607,2,Rejects,25,200610,922,1,0,0,16.67,Development
10016212583,VL,Accept,1,20061023,845,N,N,6000,Y,Y,1200,W,B,S,0,999,M,RR,O,2304,206,204,2,Good,23,200610,840,1,0,0,20,Development
10070049502,VL,Accept,0,20060621,985,Y,N,16500,Y,N,4000,M,B,M,0,999,B,RR,H,1500,1500,706,2,Good,42,200606,1025,1,7,0,24.24,Development
10356913767,FL,Accept,1,20061204,925,N,N,22000,Y,N,1425,X,S,M,0,999,M,RR,H,1205,1006,1112,2,Good,40,200612,905,1,15,0,6.48,Development
10137960815,FL,Decline,,20060703,960,Y,Y,11500,Y,N,7500,M,B,M,0,0,B,AD,H,1100,1100,0,2,Rejects,48,200607,890,1,1,0,65.22,Development
10916206557,FL,Accept,0,20070101,970,Y,N,0,Y,N,700,,,S,0,30,P,RR,H,6500,0,1308,2,Good,66,200701,982,1,1,0,-9999997,Development
10699635952,FL,Accept,1,20060829,880,N,N,7000,Y,Y,1500,M,B,S,0,36,O,RR,T,3706,2400,1201,2,Good,42,200608,904,1,0,0,21.43,Development
10458026006,FL,Decline,,20060403,680,Y,N,9000,N,Y,38800,W,B,M,2,36,M,OT,T,6,4,412,2,Rejects,32,200604,785,3,0,0,431.11,Development
10304199279,FL,Accept,0,20061011,985,Y,N,13000,Y,N,4500,W,B,M,1,999,M,RR,H,800,1200,1211,2,Good,33,200610,1009,1,1,0,34.62,Development
10547535816,VL,Accept,1,20060405,935,Y,N,9000,Y,N,5000,W,S,M,2,999,M,RR,T,603,603,507,2,Good,30,200604,891,1,2,0,55.56,Development
10064580433,FL,Accept,1,20060822,925,N,Y,19000,Y,Y,7600,M,B,M,3,999,B,AD,H,1001,1101,306,2,Good,29,200608,945,1,3,0,40,Development
10869794306,FL,Accept,1,20060617,860,Y,Y,20000,Y,Y,111100,M,Q,S,0,24,M,RR,T,7,206,1301,2,Good,32,200606,812,4,0,0,555.5,Development
10562240072,VL,Accept,0,20061131,1010,Y,Y,46000,Y,N,7500,M,B,D,0,999,P,RR,H,303,1700,304,2,Good,46,200611,1014,1,0,0,16.3,Development
10417967987,FL,Decline,,20060928,715,N,N,7500,Y,Y,5000,W,Q,Z,2,0,M,RR,O,1200,1700,112,2,Rejects,32,200609,717,3,0,0,66.67,Development
10383848897,VL,Accept,,20060507,990,Y,Y,20000,Y,N,800,M,B,S,0,999,P,OT,H,106,206,1112,2,NTU,27,200605,983,2,3,0,4,Development
10528829185,FL,Accept,1,20060308,695,N,Y,16000,Y,Y,43500,M,B,S,0,36,M,RR,O,1500,200,112,2,Good,22,200603,764,1,8,0,271.88,Development
10035527227,FL,Accept,0,20060626,970,Y,N,25000,Y,Y,220500,M,B,M,4,60,P,RR,H,1409,100,910,2,Good,40,200606,992,1,5,0,882,Development
10423282674,FL,Accept,0,20061003,995,Y,N,7000,Y,Y,1113,W,B,M,2,24,M,RR,H,300,703,507,2,Good,25,200610,957,1,2,0,15.9,Development
10438033354,VL,Accept,1,20060712,940,N,N,17740,Y,N,5500,M,B,M,0,999,M,RR,H,300,500,1209,2,Good,35,200607,982,4,3,0,31,Development
10121937125,FL,Accept,2,20060217,655,Y,N,2822,Y,N,1800,W,S,M,2,24,M,RR,H,1203,300,109,2,Indeterminate,46,200602,753,1,3,2,63.78,Development
10857359794,VL,Accept,,20060531,930,Y,N,10649,Y,Y,8000,M,B,S,0,999,B,RR,O,800,400,608,2,NTU,24,200605,946,1,3,0,75.12,Development
10786086397,VL,Decline,,20060915,850,N,N,0,Y,N,3000,,,M,0,999,P,RR,O,2400,0,1208,2,Rejects,70,200609,832,1,3,0,-9999997,Development
10353681392,FL,Accept,1,20060604,960,N,N,10430,Y,N,3100,M,B,W,0,18,M,RR,H,1500,700,302,2,Good,60,200606,996,1,1,0,29.72,Development
10519975731,FL,Accept,1,20060402,835,N,N,13500,Y,,0,W,B,M,2,999,M,AD,H,109,100,109,2,Good,40,200604,833,1,7,0,-9999998,Development
10039663690,FL,Accept,0,20061218,985,Y,N,30000,Y,N,7000,M,B,M,2,999,B,RR,H,305,1500,1907,2,Good,36,200612,998,1,0,0,23.33,Development
10344894150,FL,Accept,2,20060815,865,Y,N,9368,Y,Y,3695,W,B,S,0,36,M,AD,H,2400,204,201,2,Indeterminate,25,200608,808,2,3,0,39.44,Development
10490257482,FL,Accept,0,20060907,970,Y,N,0,Y,N,2000,,,M,0,36,P,RR,H,1300,0,1205,2,Good,61,200609,982,1,0,0,-9999997,Development
10879626597,FL,Accept,0,20060325,965,Y,N,12000,Y,Y,40400,M,B,M,0,36,M,RR,H,1201,306,1205,2,Good,43,200603,971,1,1,0,336.67,Development
10858158330,VL,Accept,,20061122,935,Y,N,11000,Y,Y,4300,W,B,M,1,999,M,RR,H,100,1200,2,2,NTU,29,200611,871,1,1,0,39.09,Development
10534294267,FL,Accept,0,20061206,965,Y,N,21000,Y,N,3000,M,B,M,2,30,M,RR,H,400,400,1111,2,Good,43,200612,1013,1,3,0,14.29,Development
10558598424,FL,Decline,,20061107,710,N,N,8200,Y,Y,1250,W,S,S,0,0,M,RR,O,2004,800,212,2,Rejects,27,200611,785,3,0,0,15.24,Development
10742231541,FL,Accept,1,20060707,940,N,N,9464,Y,N,4000,W,B,M,0,36,M,RR,H,2000,500,507,2,Good,39,200607,963,1,0,0,42.27,Development
10999972186,VL,Accept,2,20060626,935,Y,N,12500,Y,N,1600,M,X,S,0,999,M,RR,O,300,100,810,2,Indeterminate,25,200606,971,1,2,0,12.8,Development
10850996279,FL,Accept,0,20070127,1065,Y,N,31000,Y,N,3000,M,B,M,0,12,P,OT,H,300,400,2608,2,Good,50,200701,1058,1,3,0,9.68,Development
10507056682,FL,Accept,1,20060304,915,N,N,12600,Y,Y,58000,M,B,S,0,36,M,RR,O,3600,1400,1112,2,Good,36,200603,941,1,1,0,460.32,Development
10055359881,FL,Accept,0,20060804,965,Y,N,9500,Y,Y,6188,M,B,S,0,48,B,RR,O,1200,600,511,2,Good,38,200608,957,1,1,0,65.14,Development
10808155184,FL,Accept,1,20060727,795,N,N,11000,Y,Y,2303,W,B,S,0,36,M,OT,O,700,201,308,2,Good,20,200607,911,1,0,2,20.94,Development
10581918559,FL,Decline,,20060203,650,N,N,0,Y,Y,3000,,,S,0,0,O,RR,O,1705,0,112,2,Rejects,18,200602,764,3,0,0,-9999997,Development
10411320357,FL,Accept,,20070119,1000,Y,N,10700,Y,Y,2230,M,B,M,2,24,B,RR,H,1000,2300,1303,2,NTU,40,200701,973,1,0,0,20.84,Development
10235529334,FL,Accept,,20060216,935,Y,N,14000,Y,Y,4000,M,B,S,0,0,M,RR,O,1400,100,1111,2,NTU,29,200602,971,1,2,0,28.57,Development
10429021431,FL,Accept,0,20060417,990,Y,N,11000,Y,Y,4700,W,B,S,0,12,M,RR,O,1005,401,208,2,Good,21,200604,846,1,0,0,42.73,Development
10850001458,FL,Accept,1,20060402,920,Y,N,35500,Y,,0,M,B,S,0,999,B,RR,H,606,6,2811,2,Good,36,200604,941,1,0,0,-9999998,Development
10288890671,VL,Accept,,20060522,860,N,N,7500,Y,N,3500,W,Q,S,0,999,M,AD,T,300,300,205,2,NTU,21,200605,846,2,0,0,46.67,Development
10267666698,FL,Accept,1,20060718,960,Y,Y,30000,Y,N,1000,M,B,M,3,999,B,RR,H,800,1600,109,2,Good,43,200607,942,1,13,0,3.33,Development
10392246839,FL,Decline,,20061128,775,Y,N,15000,Y,Y,2230,W,X,S,1,24,M,RR,H,301,1500,205,2,Rejects,32,200611,793,3,0,0,14.87,Development
10089209738,VL,Accept,0,20061025,980,Y,N,22000,Y,N,2500,M,Q,M,4,999,M,RR,H,900,1000,1008,2,Good,35,200610,983,1,1,0,11.36,Development
10244088507,FL,Accept,1,20070116,950,N,N,5712,Y,Y,1193,W,S,S,1,12,M,RR,T,1408,606,1203,2,Good,40,200701,845,1,1,0,20.89,Development
10995049365,FL,Accept,0,20060229,985,Y,Y,22191,Y,N,6500,M,B,M,2,60,B,RR,H,607,3106,1201,2,Good,51,200602,1002,1,1,0,29.29,Development
10430783022,VL,Accept,1,20060315,950,Y,N,19500,Y,Y,3000,M,B,M,1,999,B,RR,H,4,500,607,2,Good,26,200603,941,4,3,0,15.38,Development
10494321053,FL,Accept,,20060531,945,Y,Y,16000,Y,N,2000,W,Q,M,2,48,M,RR,H,700,8,1209,2,NTU,37,200605,979,1,5,0,12.5,Development
10050673381,FL,Accept,0,20061003,965,Y,N,10000,Y,N,9500,M,B,S,1,999,B,RR,H,107,303,809,2,Good,34,200610,998,1,1,0,95,Development
10631218982,VL,Accept,1,20060704,865,Y,N,9000,Y,Y,1250,W,S,S,0,999,B,RR,O,800,600,107,2,Good,25,200607,816,1,3,0,13.89,Development
10706210306,FL,Accept,1,20060807,950,Y,N,16900,Y,N,9000,M,B,M,0,999,B,RR,H,300,600,5,2,Good,26,200608,926,4,1,0,53.25,Development
10540780347,FL,Accept,,20060517,975,Y,Y,15000,Y,N,3660,M,B,M,0,48,B,RR,H,107,501,412,2,NTU,24,200605,972,1,3,0,24.4,Development
10324798096,VL,Accept,0,20060314,1005,Y,N,35334,Y,Y,2000,M,B,M,3,999,P,RR,H,900,903,812,2,Good,40,200603,983,1,1,0,5.66,Development
10319636638,FL,Accept,1,20060407,930,N,N,11000,N,N,500,W,B,M,0,12,M,RR,T,3000,1000,802,2,Good,50,200604,849,1,2,0,4.55,Development
10238087577,VL,Accept,1,20060208,960,Y,N,14000,Y,Y,2500,W,S,M,1,999,M,RR,H,606,2800,303,2,Good,49,200602,946,1,1,0,17.86,Development
10208167099,FL,Accept,0,20070108,965,Y,N,15000,Y,Y,5000,W,B,M,2,999,M,RR,H,400,400,1011,2,Good,32,200701,972,1,1,0,33.33,Development
10501870378,VL,Accept,,20061228,985,Y,N,26000,Y,N,2000,M,B,M,1,999,M,RR,H,900,1300,1303,2,NTU,36,200612,1013,2,1,0,7.69,Development
10201828667,FL,Accept,,20060604,900,N,N,5500,Y,N,500,W,B,S,0,12,M,RR,O,2900,3,3,2,NTU,29,200606,835,1,1,0,9.09,Development
10936167614,FL,Accept,0,20060814,985,Y,N,10500,Y,N,7450,M,B,W,2,999,B,RR,H,502,1800,1210,2,Good,44,200608,1010,1,5,0,70.95,Development
10955365000,VL,Decline,,20060218,620,N,N,10000,Y,Y,1000,W,B,M,4,999,M,RR,T,100,405,405,2,Rejects,28,200602,798,2,1,1,10,Development
10138289291,VL,Accept,0,20061027,1010,Y,N,60000,Y,N,8700,M,Q,M,2,999,P,AD,H,400,2000,1211,2,Good,49,200610,1013,2,0,0,14.5,Development
10875354181,VL,Decline,,20060624,700,Y,N,7800,Y,Y,2000,W,Q,S,0,999,M,RR,T,207,6,8,2,Rejects,24,200606,780,3,0,0,25.64,Development
10649901557,FL,Decline,,20061211,720,N,N,14500,Y,Y,6179,M,B,M,2,60,B,RR,H,201,800,207,2,Rejects,26,200612,781,3,0,0,42.61,Development
10031918328,VL,Decline,,20060620,715,N,N,17000,Y,Y,1000,W,B,M,0,999,M,RR,H,1206,600,111,2,Rejects,38,200606,777,3,0,0,5.88,Development
10163485210,FL,Decline,,20060315,665,N,N,5000,Y,N,1000,W,Q,Z,3,0,M,OT,T,4,2,2,2,Rejects,36,200603,777,3,0,0,20,Development
